Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Use,Advanced,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,0.597,Electricity,15.93,Truck,712.8,Diesel,3.559,3.206,2.387,3.375,0.774,0.966,17.829,79.45,69.48,Reuse,57.42
Transport,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,1.043,Natural Gas,17.39,Truck,822.1,Heavy Fuel Oil,4.017,3.072,2.194,0.13,0.327,0.421,9.973,92.93,10.87,Incineration,51.89
Raw Material Extraction,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,2.156,Electricity,99.02,Rail,863.2,Electric,2.194,4.998,2.57,0.836,0.556,0.226,12.908,93.74,78.62,Recycling,27.32
Transport,Emerging,2020-2025,South America,1 kg Copper Wire,Copper Ore,1.836,Natural Gas,7.86,Rail,293.0,Diesel,0.463,2.497,3.542,3.756,0.06,0.34,6.119,10.43,36.25,Reuse,29.93
End-of-Life,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Copper Scrap,3.355,Coal,88.45,Ship,460.3,Diesel,3.733,0.73,4.475,0.763,0.192,0.106,6.539,55.24,98.8,Landfill,79.34
End-of-Life,Advanced,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,2.212,Coal,58.01,Truck,627.1,Heavy Fuel Oil,4.114,3.682,2.846,3.346,0.746,0.133,4.409,68.86,85.04,Recycling,40.93
Transport,Emerging,2015-2019,Asia,1 kg Copper Wire,Copper Scrap,4.91,Electricity,22.39,Rail,422.5,Heavy Fuel Oil,1.893,4.651,1.427,2.354,0.187,0.521,17.219,30.4,81.08,Reuse,91.13
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Ore,0.828,Electricity,75.89,Truck,262.8,Heavy Fuel Oil,0.877,3.006,3.528,1.974,0.039,0.909,14.75,27.17,49.69,Incineration,2.78
Use,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,2.027,Natural Gas,52.73,Truck,522.1,Electric,1.041,3.884,1.494,2.902,0.272,0.425,4.547,63.3,42.56,Recycling,1.61
End-of-Life,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,0.627,Natural Gas,47.64,Rail,191.4,Heavy Fuel Oil,2.925,2.041,3.272,4.762,0.529,0.787,15.184,92.18,21.4,Recycling,82.73
Use,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,4.575,Coal,39.88,Rail,320.7,Diesel,4.76,3.138,1.903,3.959,0.304,0.176,11.107,56.62,82.57,Reuse,45.7
Transport,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Ore,4.166,Coal,31.82,Rail,579.6,Electric,1.042,1.927,4.288,1.08,0.81,0.283,1.173,10.99,74.59,Landfill,26.21
Transport,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Scrap,3.444,Natural Gas,70.22,Truck,351.7,Diesel,2.375,2.019,4.737,1.6,0.183,0.366,13.556,69.74,92.41,Landfill,88.18
End-of-Life,Advanced,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,1.797,Coal,46.06,Ship,749.8,Electric,4.583,1.686,2.222,4.497,0.358,0.481,18.138,80.22,24.34,Incineration,32.48
Transport,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.088,Natural Gas,91.36,Ship,998.9,Diesel,3.87,2.422,0.051,3.487,0.389,0.633,12.331,48.08,94.44,Incineration,2.31
Use,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Copper Ore,3.705,Electricity,41.57,Ship,716.7,Heavy Fuel Oil,3.376,0.051,1.427,0.945,0.167,0.728,5.171,47.47,24.7,Recycling,58.02
End-of-Life,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Copper Scrap,3.743,Electricity,33.78,Rail,607.0,Heavy Fuel Oil,4.124,0.471,3.553,1.616,0.123,0.546,4.912,82.14,4.29,Reuse,9.87
Transport,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,2.844,Natural Gas,59.31,Ship,732.6,Diesel,1.296,4.209,4.766,2.495,0.761,0.525,1.855,32.61,8.75,Landfill,98.89
End-of-Life,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,1.531,Electricity,63.95,Ship,291.5,Electric,3.266,1.052,3.926,0.554,0.895,0.84,13.737,6.74,20.86,Landfill,85.94
Manufacturing,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,1.049,Electricity,16.44,Ship,548.6,Diesel,1.371,1.11,2.879,1.863,0.141,0.535,8.047,73.45,10.28,Reuse,62.06
End-of-Life,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,2.464,Natural Gas,41.2,Rail,240.0,Electric,0.152,4.238,1.632,3.405,0.948,0.565,8.244,26.83,93.4,Recycling,68.21
Raw Material Extraction,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,3.494,Natural Gas,43.19,Truck,846.6,Electric,3.568,1.416,2.998,2.151,0.007,0.808,2.895,51.0,33.62,Recycling,34.21
Transport,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.648,Coal,99.71,Ship,414.3,Diesel,0.912,3.068,1.181,0.528,0.05,0.023,8.908,42.67,18.55,Reuse,78.4
Raw Material Extraction,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Ore,1.082,Natural Gas,91.62,Truck,591.7,Heavy Fuel Oil,0.138,4.815,1.54,2.25,0.284,0.728,9.971,13.24,10.42,Incineration,72.54
Raw Material Extraction,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,1.567,Coal,14.64,Rail,504.4,Heavy Fuel Oil,4.014,1.394,1.382,4.169,0.148,0.617,19.123,84.13,6.18,Incineration,31.99
Transport,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Copper Scrap,1.141,Natural Gas,94.97,Rail,986.1,Electric,1.175,3.348,4.208,1.168,0.188,0.011,8.533,89.94,90.3,Landfill,12.77
Use,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Scrap,1.42,Electricity,41.4,Ship,782.8,Electric,3.059,2.569,2.96,0.481,0.478,0.992,2.225,51.92,29.56,Recycling,53.99
End-of-Life,Emerging,2010-2014,Asia,1 kg Copper Wire,Copper Ore,3.082,Natural Gas,58.17,Rail,853.7,Diesel,1.949,2.582,0.055,3.948,0.259,0.817,5.68,1.08,15.48,Landfill,98.57
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,1.939,Natural Gas,11.77,Rail,127.6,Electric,1.552,0.188,2.557,1.069,0.519,0.141,8.882,59.79,6.2,Reuse,39.87
Manufacturing,Emerging,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,1.861,Electricity,24.8,Rail,608.5,Heavy Fuel Oil,2.943,3.153,0.794,1.429,0.21,0.541,9.491,33.03,78.6,Reuse,9.4
Transport,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,4.887,Coal,12.54,Truck,775.3,Heavy Fuel Oil,1.841,4.326,0.371,1.874,0.335,0.993,19.718,18.98,62.99,Incineration,53.55
End-of-Life,Advanced,2020-2025,South America,1 kg Copper Wire,Copper Ore,1.195,Coal,17.61,Rail,989.4,Diesel,2.264,0.629,1.074,1.342,0.511,0.336,9.373,16.65,32.67,Incineration,7.03
Transport,Emerging,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,4.504,Electricity,20.68,Ship,759.3,Diesel,1.748,2.372,1.456,3.482,0.845,0.286,5.223,68.14,19.52,Reuse,63.98
Transport,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,0.925,Electricity,62.39,Ship,518.3,Heavy Fuel Oil,0.57,3.246,2.233,1.086,0.353,0.492,2.285,95.76,66.56,Incineration,10.25
Raw Material Extraction,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,4.203,Natural Gas,32.93,Truck,600.8,Heavy Fuel Oil,1.386,3.667,3.615,2.76,0.241,0.254,7.966,14.5,33.77,Reuse,68.44
Manufacturing,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,4.239,Coal,33.93,Truck,241.3,Electric,4.163,4.454,2.05,0.135,0.695,0.784,0.851,59.5,58.84,Incineration,37.87
Transport,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Scrap,3.874,Coal,43.39,Truck,680.0,Electric,2.586,1.242,3.033,3.685,0.974,0.38,1.757,98.8,62.38,Recycling,94.65
Manufacturing,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,0.967,Electricity,34.86,Rail,142.6,Electric,4.178,4.402,2.507,0.933,0.127,0.588,10.374,69.48,30.52,Recycling,40.24
Manufacturing,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,0.596,Electricity,61.4,Rail,428.9,Electric,4.599,3.209,1.993,1.318,0.905,0.016,6.875,94.35,65.4,Landfill,53.27
Manufacturing,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Scrap,1.416,Electricity,83.5,Ship,212.2,Heavy Fuel Oil,1.241,0.959,0.791,4.767,0.602,0.638,19.109,23.06,0.59,Recycling,59.89
Manufacturing,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,2.785,Natural Gas,48.29,Rail,71.3,Heavy Fuel Oil,2.272,1.438,1.373,1.112,0.333,0.353,6.521,97.88,93.27,Recycling,57.45
Raw Material Extraction,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,4.915,Electricity,99.13,Ship,362.4,Diesel,2.226,4.795,3.043,1.065,0.689,0.206,7.117,22.76,24.5,Landfill,0.47
Transport,Emerging,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,4.463,Electricity,30.3,Ship,95.5,Heavy Fuel Oil,0.435,2.78,4.965,0.725,0.1,0.438,11.485,29.44,30.25,Recycling,42.45
Use,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,1.914,Coal,91.62,Rail,51.5,Diesel,1.173,4.043,4.17,0.558,0.974,0.693,5.816,45.6,29.71,Incineration,15.0
End-of-Life,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.81,Electricity,58.43,Truck,827.7,Heavy Fuel Oil,1.818,1.74,2.34,3.223,0.752,0.327,11.934,38.94,71.64,Incineration,16.47
End-of-Life,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.656,Electricity,43.18,Ship,890.5,Heavy Fuel Oil,2.867,4.827,0.516,2.301,0.419,0.6,16.333,84.14,67.02,Landfill,64.15
Raw Material Extraction,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.771,Electricity,38.99,Truck,834.5,Electric,4.608,2.458,3.646,1.885,0.159,0.587,4.331,45.76,87.29,Incineration,8.6
End-of-Life,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Copper Ore,0.637,Coal,61.04,Ship,337.8,Heavy Fuel Oil,2.09,2.029,0.433,0.018,0.898,0.218,8.809,97.19,82.68,Landfill,10.79
Transport,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,2.788,Natural Gas,73.28,Ship,701.4,Diesel,3.804,2.287,0.88,2.324,0.648,0.609,1.875,6.5,96.53,Recycling,15.18
Raw Material Extraction,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.825,Natural Gas,77.0,Rail,415.6,Heavy Fuel Oil,0.907,2.336,2.845,2.264,0.919,0.285,13.396,11.23,39.23,Recycling,74.1
Raw Material Extraction,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,1.512,Electricity,59.39,Rail,161.9,Diesel,0.514,2.616,3.375,0.567,0.918,0.226,2.84,20.27,16.96,Reuse,9.07
End-of-Life,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Copper Ore,4.09,Coal,50.06,Truck,394.6,Electric,4.753,1.855,0.835,1.37,0.239,0.499,6.184,51.61,66.93,Incineration,77.73
Transport,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,3.696,Electricity,21.35,Ship,124.7,Heavy Fuel Oil,2.712,0.995,0.425,2.635,0.327,0.756,6.627,97.87,75.85,Reuse,5.77
Use,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,2.79,Electricity,56.7,Rail,698.3,Heavy Fuel Oil,2.489,2.417,1.84,1.357,0.946,0.318,1.737,16.73,85.73,Recycling,58.66
Raw Material Extraction,Advanced,2020-2025,South America,1 kg Copper Wire,Aluminium Scrap,4.005,Electricity,81.07,Ship,825.0,Diesel,2.753,0.886,0.741,2.87,0.367,0.558,10.22,60.22,3.21,Incineration,3.28
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,3.747,Coal,20.12,Truck,655.7,Electric,2.733,4.909,4.177,2.066,0.616,0.117,8.035,73.39,62.27,Landfill,48.45
Manufacturing,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,1.294,Electricity,80.51,Rail,280.4,Diesel,4.102,3.058,1.864,0.203,0.232,0.889,16.45,57.49,46.63,Recycling,64.71
Use,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,2.598,Coal,64.79,Rail,314.3,Electric,4.192,3.51,1.65,4.153,0.487,0.175,2.015,69.96,86.51,Reuse,80.74
End-of-Life,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Ore,3.45,Electricity,15.0,Ship,103.1,Heavy Fuel Oil,1.725,4.275,4.809,1.207,0.762,0.574,1.12,54.29,80.59,Reuse,27.61
Manufacturing,Conventional,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,4.538,Natural Gas,24.39,Ship,85.7,Electric,0.8,4.185,2.087,3.985,0.531,0.481,16.235,42.35,80.2,Reuse,10.07
Transport,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,3.363,Natural Gas,70.56,Truck,900.1,Heavy Fuel Oil,1.122,3.021,2.166,1.914,0.107,0.134,16.821,74.98,38.23,Recycling,82.85
Manufacturing,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,0.863,Natural Gas,62.85,Ship,869.5,Heavy Fuel Oil,4.194,1.864,3.726,2.137,0.84,0.531,15.415,7.86,59.0,Landfill,55.03
Raw Material Extraction,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,3.245,Electricity,69.87,Ship,918.9,Diesel,3.928,1.098,4.129,0.61,0.622,0.883,2.472,84.97,79.86,Recycling,50.38
Transport,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,1.89,Natural Gas,41.14,Rail,969.0,Diesel,1.008,2.898,0.416,1.089,0.763,0.303,19.722,50.08,51.65,Recycling,3.63
End-of-Life,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.804,Coal,18.25,Truck,543.0,Electric,1.978,2.078,3.217,3.31,0.154,0.5,15.914,44.33,16.58,Reuse,31.32
Raw Material Extraction,Emerging,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,1.456,Electricity,13.46,Rail,383.8,Heavy Fuel Oil,2.705,0.364,3.019,4.965,0.964,0.829,5.694,2.24,83.35,Landfill,5.57
End-of-Life,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,1.425,Coal,54.9,Rail,186.6,Heavy Fuel Oil,4.169,3.886,3.779,4.081,0.22,0.729,7.428,66.68,12.2,Reuse,70.56
Manufacturing,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,4.874,Coal,5.32,Truck,102.9,Heavy Fuel Oil,0.618,2.153,1.454,4.035,0.474,0.485,14.482,36.2,35.32,Landfill,75.69
Use,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Copper Scrap,4.01,Coal,2.43,Truck,152.4,Electric,1.065,1.758,1.457,3.343,0.828,0.192,11.478,36.78,50.58,Reuse,62.08
Manufacturing,Emerging,2015-2019,North America,1 kg Copper Wire,Aluminium Ore,4.521,Coal,20.04,Truck,96.1,Electric,3.136,1.971,0.815,0.585,0.559,0.3,19.95,40.59,21.23,Landfill,62.88
Manufacturing,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Ore,1.599,Electricity,49.91,Rail,487.8,Diesel,2.268,3.98,1.083,4.522,0.791,0.333,4.022,27.95,33.26,Incineration,55.69
End-of-Life,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,0.709,Electricity,91.52,Ship,107.7,Diesel,1.396,0.546,1.283,4.188,0.615,0.227,17.499,80.07,75.36,Incineration,84.76
Transport,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,3.288,Coal,50.64,Rail,380.2,Electric,1.119,2.787,4.447,2.97,0.92,0.357,14.055,64.87,67.04,Recycling,64.5
Raw Material Extraction,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.497,Coal,15.22,Truck,978.8,Electric,0.226,2.339,2.125,1.8,0.782,0.745,18.152,39.55,56.42,Recycling,89.23
Manufacturing,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.972,Coal,96.96,Rail,720.7,Diesel,0.716,0.116,4.126,4.205,0.746,0.28,12.976,31.62,45.06,Landfill,38.24
Manufacturing,Conventional,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,4.611,Electricity,24.18,Rail,581.8,Diesel,1.805,3.315,2.823,4.62,0.102,0.221,15.444,36.88,16.58,Landfill,50.33
Transport,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Ore,3.435,Natural Gas,5.44,Ship,298.7,Diesel,4.047,2.601,0.177,1.41,0.639,0.199,16.634,67.66,47.14,Reuse,91.56
Transport,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.263,Natural Gas,24.27,Rail,664.8,Electric,2.866,1.676,1.718,1.991,0.291,0.71,13.201,44.08,39.79,Landfill,36.51
Use,Advanced,2015-2019,North America,1 kg Copper Wire,Aluminium Ore,1.776,Coal,9.48,Rail,275.5,Diesel,1.606,2.738,3.869,1.979,0.945,0.827,19.704,87.62,61.67,Landfill,59.85
Raw Material Extraction,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.083,Natural Gas,72.52,Rail,604.2,Electric,2.535,3.466,2.22,2.619,0.398,0.717,17.594,84.08,78.6,Recycling,1.38
Use,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Ore,4.603,Electricity,28.21,Truck,889.1,Heavy Fuel Oil,0.985,2.198,3.747,3.201,0.416,0.679,11.205,27.57,64.63,Landfill,20.42
End-of-Life,Advanced,2020-2025,South America,1 kg Copper Wire,Copper Ore,3.623,Electricity,1.31,Rail,553.3,Diesel,2.005,1.516,2.579,3.227,0.965,0.833,14.484,47.9,39.21,Landfill,3.25
Raw Material Extraction,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.116,Natural Gas,84.99,Ship,390.2,Electric,2.308,1.359,1.371,0.309,0.614,0.448,12.316,54.69,79.88,Incineration,75.1
Use,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Ore,3.972,Coal,50.42,Ship,360.3,Diesel,4.667,0.271,0.763,2.098,0.614,0.008,14.527,55.87,48.47,Recycling,42.35
End-of-Life,Emerging,2015-2019,North America,1 kg Copper Wire,Aluminium Ore,2.838,Natural Gas,17.02,Rail,117.6,Heavy Fuel Oil,1.448,3.548,2.941,2.401,0.572,0.559,6.487,9.75,89.68,Incineration,59.99
Transport,Emerging,2020-2025,South America,1 kg Copper Wire,Copper Scrap,3.64,Electricity,46.94,Rail,758.9,Heavy Fuel Oil,2.922,0.269,4.45,1.528,0.138,0.088,14.549,70.4,70.02,Landfill,91.58
Manufacturing,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.07,Coal,56.55,Rail,623.3,Heavy Fuel Oil,4.897,1.562,4.782,0.744,0.764,0.633,16.429,2.87,7.81,Landfill,6.97
Use,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Ore,3.168,Natural Gas,60.69,Truck,907.0,Diesel,2.338,0.34,1.048,0.04,0.777,0.816,19.96,41.22,1.93,Incineration,23.47
Manufacturing,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Ore,3.145,Coal,96.23,Ship,112.5,Electric,0.608,3.509,3.336,1.253,0.813,0.129,18.552,20.1,8.14,Incineration,33.95
Transport,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.345,Coal,53.17,Rail,690.0,Heavy Fuel Oil,2.455,3.303,1.825,0.14,0.974,0.819,1.932,44.92,63.5,Recycling,19.06
End-of-Life,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.101,Coal,53.83,Truck,216.2,Electric,0.706,3.795,1.613,1.22,0.738,0.736,5.89,87.26,68.83,Reuse,34.58
Transport,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,2.424,Coal,72.94,Ship,219.5,Heavy Fuel Oil,2.344,3.268,2.697,3.042,0.546,0.199,8.499,53.2,78.01,Landfill,65.39
Transport,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Copper Ore,2.42,Electricity,97.47,Truck,116.7,Heavy Fuel Oil,1.034,1.707,1.143,3.127,0.04,0.177,6.22,68.33,87.59,Landfill,79.85
Raw Material Extraction,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,1.319,Coal,56.98,Rail,39.7,Heavy Fuel Oil,1.553,4.03,2.283,0.75,0.439,0.198,8.167,48.78,34.96,Reuse,93.7
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,3.031,Coal,84.45,Ship,763.1,Electric,3.306,2.484,0.011,3.067,0.356,0.118,9.17,73.56,96.17,Incineration,37.41
Use,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,2.942,Coal,85.27,Rail,340.7,Heavy Fuel Oil,0.711,1.409,4.496,0.797,0.329,0.465,17.019,93.77,42.58,Landfill,93.2
Transport,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,1.227,Natural Gas,16.53,Ship,949.8,Heavy Fuel Oil,2.548,0.93,2.44,3.916,0.827,0.864,11.607,86.69,51.0,Reuse,60.71
Raw Material Extraction,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,3.914,Electricity,43.12,Ship,82.8,Heavy Fuel Oil,1.751,3.12,0.962,0.742,0.293,0.032,14.997,25.87,12.42,Incineration,69.91
Raw Material Extraction,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.293,Coal,2.97,Ship,241.3,Electric,4.726,1.926,4.693,1.371,0.218,0.214,2.162,89.64,97.98,Recycling,95.45
Transport,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Scrap,4.334,Coal,84.84,Ship,664.5,Heavy Fuel Oil,4.131,1.042,1.94,3.204,0.875,0.66,16.861,47.39,71.73,Incineration,98.0
Use,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,1.191,Natural Gas,92.77,Truck,527.1,Diesel,3.216,4.389,2.048,2.093,0.527,0.019,10.185,29.11,92.8,Incineration,8.77
End-of-Life,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Ore,2.567,Natural Gas,94.8,Truck,902.0,Electric,3.507,2.947,1.404,1.835,0.09,0.786,6.815,66.78,35.76,Incineration,46.43
End-of-Life,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,2.998,Electricity,80.38,Ship,219.0,Heavy Fuel Oil,1.994,0.65,0.379,3.023,0.189,0.06,17.993,53.43,13.46,Incineration,5.34
Manufacturing,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,1.039,Electricity,47.66,Rail,671.8,Heavy Fuel Oil,3.206,0.722,3.167,2.024,0.465,0.801,6.984,14.7,87.35,Landfill,21.21
Raw Material Extraction,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.823,Natural Gas,70.95,Rail,686.7,Heavy Fuel Oil,4.002,0.919,1.761,0.629,0.541,0.293,13.934,0.03,5.97,Landfill,43.26
Manufacturing,Conventional,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,4.812,Electricity,89.19,Rail,994.1,Heavy Fuel Oil,2.084,0.233,1.53,3.379,0.135,0.3,1.595,47.5,20.89,Incineration,9.12
Manufacturing,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Copper Ore,2.35,Natural Gas,35.77,Rail,542.1,Heavy Fuel Oil,3.745,0.563,3.956,0.131,0.443,0.587,19.161,57.39,15.87,Incineration,51.75
Transport,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,2.281,Natural Gas,48.46,Truck,205.1,Electric,2.504,0.75,3.72,2.97,0.079,0.89,12.519,31.61,4.56,Landfill,63.22
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Copper Wire,Copper Ore,2.18,Electricity,90.85,Ship,44.5,Heavy Fuel Oil,0.196,4.746,4.824,0.139,0.716,0.221,14.177,86.87,10.08,Reuse,23.88
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,0.608,Natural Gas,5.34,Truck,39.3,Diesel,4.003,1.491,2.466,3.939,0.495,0.429,0.726,56.8,12.47,Reuse,76.46
Raw Material Extraction,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.66,Coal,67.74,Rail,649.8,Heavy Fuel Oil,3.083,1.335,1.335,4.315,0.013,0.182,12.398,81.7,35.83,Landfill,65.34
Use,Emerging,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,3.007,Coal,7.39,Rail,625.5,Electric,4.07,4.962,0.148,3.3,0.415,0.01,12.48,12.24,37.86,Recycling,26.14
Raw Material Extraction,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Copper Ore,2.125,Coal,49.78,Truck,365.6,Diesel,2.764,1.193,3.177,4.269,0.224,0.508,13.149,56.46,36.56,Incineration,64.22
Manufacturing,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,0.627,Electricity,37.62,Rail,537.3,Heavy Fuel Oil,0.103,2.538,3.271,3.796,0.113,0.991,12.32,36.32,24.91,Landfill,57.29
End-of-Life,Emerging,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,4.468,Natural Gas,52.54,Truck,664.9,Diesel,1.788,1.941,1.431,3.528,0.359,0.191,7.703,85.38,73.83,Landfill,33.46
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Copper Wire,Copper Ore,4.581,Coal,8.41,Ship,59.3,Diesel,0.637,0.582,0.439,3.307,0.601,0.648,13.923,75.69,20.72,Recycling,62.23
End-of-Life,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,3.11,Electricity,94.42,Rail,240.0,Heavy Fuel Oil,0.294,3.267,3.701,1.416,0.571,0.06,19.221,10.99,6.76,Incineration,4.41
