Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Raw Material Extraction,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Ore,2.564,Coal,98.17,Truck,207.3,Heavy Fuel Oil,0.974,0.049,0.029,0.019,0.026,0.013,1.071,25.48,88.89,Incineration,48.56
Transport,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,3.824,Electricity,27.25,Truck,26.7,Heavy Fuel Oil,0.304,0.015,0.009,0.006,0.038,0.019,0.334,19.68,44.16,Reuse,32.43
Raw Material Extraction,Conventional,2015-2019,South America,1 kg Copper Wire,Copper Scrap,2.501,Electricity,77.71,Truck,742.4,Electric,0.71,0.036,0.021,0.014,0.025,0.013,0.781,80.8,38.37,Recycling,59.66
Raw Material Extraction,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.135,Coal,63.33,Ship,677.1,Diesel,1.333,0.067,0.04,0.027,0.021,0.011,1.466,75.51,22.36,Recycling,43.75
Transport,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,2.329,Coal,73.33,Ship,965.8,Diesel,1.209,0.06,0.036,0.024,0.023,0.012,1.329,22.42,50.17,Recycling,36.13
End-of-Life,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,4.868,Natural Gas,26.22,Ship,490.9,Diesel,0.44,0.022,0.013,0.009,0.049,0.024,0.484,80.08,50.12,Recycling,70.61
End-of-Life,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,2.51,Natural Gas,36.91,Rail,26.8,Heavy Fuel Oil,0.292,0.015,0.009,0.006,0.025,0.013,0.322,82.79,59.03,Recycling,57.41
End-of-Life,Emerging,2020-2025,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.093,Natural Gas,51.26,Truck,695.5,Electric,0.573,0.029,0.017,0.011,0.011,0.005,0.631,85.07,62.28,Recycling,53.45
Use,Advanced,2015-2019,North America,1 kg Copper Wire,Copper Ore,4.147,Coal,43.34,Ship,704.6,Electric,0.349,0.017,0.01,0.007,0.041,0.021,0.384,12.23,59.98,Reuse,32.78
Transport,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.024,Natural Gas,23.19,Rail,365.5,Heavy Fuel Oil,0.242,0.012,0.007,0.005,0.02,0.01,0.266,65.44,79.06,Recycling,67.48
Use,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,2.14,Coal,98.89,Rail,597.9,Diesel,2.204,0.11,0.066,0.044,0.021,0.011,2.424,76.57,58.32,Recycling,65.84
End-of-Life,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Copper Ore,1.383,Electricity,47.36,Rail,863.2,Heavy Fuel Oil,0.568,0.028,0.017,0.011,0.014,0.007,0.625,80.44,87.11,Recycling,76.53
Raw Material Extraction,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,1.781,Coal,57.97,Truck,132.0,Heavy Fuel Oil,0.644,0.032,0.019,0.013,0.018,0.009,0.708,24.53,71.55,Landfill,39.54
Manufacturing,Emerging,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,2.366,Natural Gas,13.29,Rail,425.7,Heavy Fuel Oil,0.128,0.006,0.004,0.003,0.024,0.012,0.141,13.5,68.68,Reuse,30.74
End-of-Life,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.984,Coal,61.1,Ship,32.5,Electric,0.623,0.031,0.019,0.012,0.04,0.02,0.685,84.6,47.07,Recycling,54.44
Raw Material Extraction,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,2.6,Coal,42.56,Truck,890.8,Electric,0.393,0.02,0.012,0.008,0.026,0.013,0.432,19.43,33.2,Recycling,32.76
Use,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,0.918,Natural Gas,79.28,Truck,84.7,Electric,0.798,0.04,0.024,0.016,0.009,0.005,0.878,72.44,18.61,Recycling,42.53
Raw Material Extraction,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,1.222,Electricity,8.61,Truck,213.0,Diesel,0.187,0.009,0.006,0.004,0.012,0.006,0.206,86.09,48.38,Recycling,47.23
Raw Material Extraction,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,0.647,Natural Gas,7.86,Rail,265.0,Heavy Fuel Oil,0.092,0.005,0.003,0.002,0.006,0.003,0.101,83.06,8.6,Recycling,52.61
Raw Material Extraction,Emerging,2010-2014,North America,1 kg Copper Wire,Copper Scrap,1.032,Natural Gas,78.3,Truck,370.1,Heavy Fuel Oil,0.79,0.04,0.024,0.016,0.01,0.005,0.869,97.28,48.28,Recycling,69.16
Use,Emerging,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,4.645,Coal,53.98,Ship,516.4,Diesel,1.099,0.055,0.033,0.022,0.046,0.023,1.209,19.52,18.66,Reuse,20.0
Transport,Advanced,2020-2025,North America,1 m2 Aluminium Panel,Copper Scrap,2.447,Natural Gas,13.58,Rail,507.5,Diesel,0.219,0.011,0.007,0.004,0.024,0.012,0.241,87.27,78.69,Recycling,77.45
Use,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,2.151,Electricity,76.32,Ship,490.5,Diesel,1.478,0.074,0.044,0.03,0.022,0.011,1.626,77.48,22.06,Recycling,45.65
Use,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,4.992,Electricity,5.87,Truck,446.7,Electric,0.048,0.002,0.001,0.001,0.05,0.025,0.053,17.79,17.27,Recycling,20.0
Use,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,4.028,Electricity,33.91,Ship,595.4,Heavy Fuel Oil,0.359,0.018,0.011,0.007,0.04,0.02,0.395,83.32,75.44,Recycling,77.45
End-of-Life,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,2.248,Electricity,50.82,Truck,771.0,Electric,0.575,0.029,0.017,0.012,0.022,0.011,0.633,74.48,2.68,Recycling,34.51
Manufacturing,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Copper Scrap,2.351,Electricity,60.68,Rail,999.8,Diesel,1.035,0.052,0.031,0.021,0.024,0.012,1.139,79.65,70.0,Recycling,78.85
Use,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,1.424,Natural Gas,69.84,Rail,743.7,Diesel,1.284,0.064,0.039,0.026,0.014,0.007,1.412,13.74,65.74,Reuse,41.01
Manufacturing,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.07,Coal,77.13,Ship,671.1,Heavy Fuel Oil,0.657,0.033,0.02,0.013,0.041,0.02,0.723,84.51,91.43,Recycling,76.03
Raw Material Extraction,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,3.429,Natural Gas,18.6,Truck,60.7,Diesel,0.33,0.017,0.01,0.007,0.034,0.017,0.363,88.22,70.0,Recycling,72.1
Use,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,3.032,Natural Gas,9.25,Truck,193.7,Diesel,0.172,0.009,0.005,0.003,0.03,0.015,0.189,15.86,43.45,Incineration,39.54
End-of-Life,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,1.414,Electricity,7.69,Truck,179.7,Diesel,0.153,0.008,0.005,0.003,0.014,0.007,0.169,83.44,98.13,Recycling,81.49
Manufacturing,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,1.367,Natural Gas,69.15,Rail,279.7,Heavy Fuel Oil,0.671,0.034,0.02,0.013,0.014,0.007,0.738,82.01,32.82,Recycling,57.63
Raw Material Extraction,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,3.445,Natural Gas,49.26,Ship,372.6,Diesel,1.031,0.052,0.031,0.021,0.034,0.017,1.134,20.76,64.64,Incineration,38.43
Use,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,2.227,Electricity,47.71,Ship,870.2,Electric,0.524,0.026,0.016,0.01,0.022,0.011,0.576,7.95,67.15,Incineration,35.27
Use,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Ore,3.122,Electricity,15.19,Truck,451.0,Diesel,0.302,0.015,0.009,0.006,0.031,0.016,0.332,8.88,75.05,Landfill,36.72
Manufacturing,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,0.878,Natural Gas,89.14,Truck,477.0,Electric,0.836,0.042,0.025,0.017,0.009,0.004,0.92,84.19,52.83,Recycling,66.93
Manufacturing,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.473,Electricity,2.67,Truck,160.1,Diesel,0.052,0.003,0.002,0.001,0.025,0.012,0.058,18.47,45.98,Incineration,24.51
Manufacturing,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,0.631,Electricity,62.16,Rail,149.3,Diesel,1.312,0.066,0.039,0.026,0.006,0.003,1.443,66.69,28.07,Recycling,44.73
Raw Material Extraction,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,2.041,Natural Gas,8.61,Truck,399.0,Heavy Fuel Oil,0.083,0.004,0.002,0.002,0.02,0.01,0.091,30.16,21.75,Landfill,22.38
Use,Conventional,2020-2025,South America,1 kg Copper Wire,Copper Scrap,1.602,Electricity,10.91,Truck,809.4,Diesel,0.224,0.011,0.007,0.004,0.016,0.008,0.246,69.72,16.49,Recycling,38.08
Use,Emerging,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,3.378,Coal,46.24,Truck,406.1,Diesel,0.902,0.045,0.027,0.018,0.034,0.017,0.993,32.9,50.87,Reuse,27.76
End-of-Life,Conventional,2010-2014,Asia,1 kg Aluminium Sheet,Copper Scrap,3.513,Coal,3.64,Ship,471.2,Diesel,0.081,0.004,0.002,0.002,0.035,0.018,0.089,81.78,70.0,Recycling,60.45
Transport,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Scrap,1.162,Natural Gas,76.78,Truck,746.8,Diesel,1.624,0.081,0.049,0.032,0.012,0.006,1.786,75.03,80.72,Recycling,71.35
Transport,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,0.757,Natural Gas,60.1,Rail,573.4,Electric,0.602,0.03,0.018,0.012,0.008,0.004,0.662,17.29,51.61,Reuse,31.46
Manufacturing,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,1.73,Natural Gas,64.39,Rail,473.6,Diesel,1.236,0.062,0.037,0.025,0.017,0.009,1.36,24.53,32.48,Reuse,26.57
Raw Material Extraction,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,0.624,Natural Gas,28.1,Ship,276.7,Heavy Fuel Oil,0.297,0.015,0.009,0.006,0.006,0.003,0.327,24.32,70.0,Incineration,36.67
Use,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,4.998,Natural Gas,71.3,Ship,764.1,Electric,0.769,0.038,0.023,0.015,0.05,0.025,0.846,84.6,70.0,Recycling,70.52
Use,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,1.614,Electricity,60.45,Rail,265.0,Heavy Fuel Oil,0.564,0.028,0.017,0.011,0.016,0.008,0.62,60.74,31.92,Recycling,50.46
Transport,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,2.719,Natural Gas,30.56,Ship,167.4,Electric,0.348,0.017,0.01,0.007,0.027,0.014,0.383,83.97,23.34,Recycling,56.65
End-of-Life,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,4.782,Natural Gas,71.72,Ship,333.5,Diesel,1.464,0.073,0.044,0.029,0.048,0.024,1.611,61.58,50.43,Recycling,47.89
Transport,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,2.812,Coal,2.05,Ship,676.8,Electric,0.021,0.001,0.001,0.0,0.028,0.014,0.023,52.92,45.25,Recycling,37.31
Manufacturing,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,4.906,Coal,8.27,Rail,291.1,Electric,0.076,0.004,0.002,0.002,0.049,0.025,0.084,71.79,63.17,Recycling,58.96
Transport,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.608,Coal,21.02,Truck,547.5,Diesel,0.435,0.022,0.013,0.009,0.046,0.023,0.479,100.0,13.41,Recycling,53.94
End-of-Life,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,2.697,Natural Gas,40.72,Truck,797.6,Heavy Fuel Oil,0.386,0.019,0.012,0.008,0.027,0.013,0.425,83.75,62.86,Recycling,67.59
Use,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,0.762,Electricity,53.13,Ship,544.0,Electric,0.504,0.025,0.015,0.01,0.008,0.004,0.554,65.49,31.88,Recycling,40.76
Raw Material Extraction,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,4.235,Electricity,89.37,Truck,195.0,Diesel,1.917,0.096,0.057,0.038,0.042,0.021,2.108,82.07,55.74,Recycling,62.9
Transport,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,2.56,Electricity,38.2,Ship,581.9,Diesel,0.739,0.037,0.022,0.015,0.026,0.013,0.813,79.58,70.24,Recycling,68.79
Use,Emerging,2015-2019,Europe,1 kg Copper Wire,Copper Scrap,2.631,Natural Gas,95.51,Ship,164.3,Diesel,2.008,0.1,0.06,0.04,0.026,0.013,2.209,74.81,56.13,Recycling,56.63
Manufacturing,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,1.722,Electricity,4.29,Ship,521.8,Diesel,0.091,0.005,0.003,0.002,0.017,0.009,0.1,16.36,52.76,Incineration,30.35
Manufacturing,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Ore,4.023,Coal,18.9,Rail,802.2,Diesel,0.43,0.022,0.013,0.009,0.04,0.02,0.473,25.81,45.38,Recycling,37.11
Raw Material Extraction,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,2.597,Electricity,64.03,Truck,305.0,Diesel,1.336,0.067,0.04,0.027,0.026,0.013,1.469,68.26,68.14,Recycling,60.99
End-of-Life,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,0.502,Electricity,61.22,Truck,368.5,Diesel,1.142,0.057,0.034,0.023,0.005,0.003,1.256,93.59,0.0,Recycling,44.87
End-of-Life,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,3.428,Electricity,36.26,Rail,964.1,Electric,0.359,0.018,0.011,0.007,0.034,0.017,0.395,88.1,70.0,Recycling,73.31
Raw Material Extraction,Conventional,2020-2025,North America,1 kg Copper Wire,Aluminium Ore,3.633,Electricity,89.18,Truck,719.2,Heavy Fuel Oil,0.938,0.047,0.028,0.019,0.036,0.018,1.032,24.35,18.15,Landfill,25.44
Manufacturing,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,4.035,Natural Gas,90.14,Truck,226.4,Diesel,1.556,0.078,0.047,0.031,0.04,0.02,1.711,27.97,69.82,Landfill,43.33
Transport,Advanced,2010-2014,South America,1 kg Copper Wire,Copper Ore,1.527,Electricity,38.8,Truck,657.3,Diesel,0.79,0.039,0.024,0.016,0.015,0.008,0.869,16.42,57.24,Reuse,33.61
Use,Advanced,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,0.556,Electricity,17.96,Rail,839.8,Heavy Fuel Oil,0.189,0.009,0.006,0.004,0.006,0.003,0.207,94.83,80.57,Recycling,83.69
Manufacturing,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,0.728,Natural Gas,89.36,Truck,234.8,Heavy Fuel Oil,1.076,0.054,0.032,0.022,0.007,0.004,1.183,87.54,26.03,Recycling,54.08
End-of-Life,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Copper Ore,4.718,Natural Gas,59.04,Truck,702.2,Electric,0.665,0.033,0.02,0.013,0.047,0.024,0.731,80.95,23.86,Recycling,49.73
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Copper Scrap,3.677,Electricity,39.97,Truck,279.9,Heavy Fuel Oil,0.385,0.019,0.012,0.008,0.037,0.018,0.424,91.4,10.34,Recycling,51.58
Transport,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.3,Electricity,2.2,Ship,493.8,Electric,0.023,0.001,0.001,0.0,0.033,0.017,0.026,82.28,90.18,Recycling,74.2
Use,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.19,Natural Gas,92.77,Rail,404.4,Diesel,1.989,0.099,0.06,0.04,0.032,0.016,2.188,18.32,37.72,Reuse,24.19
End-of-Life,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,2.307,Natural Gas,19.49,Rail,628.2,Heavy Fuel Oil,0.192,0.01,0.006,0.004,0.023,0.012,0.211,100.0,71.67,Recycling,77.03
Use,Conventional,2015-2019,North America,1 kg Copper Wire,Copper Ore,4.289,Natural Gas,72.31,Ship,831.7,Heavy Fuel Oil,0.739,0.037,0.022,0.015,0.043,0.021,0.813,19.17,16.1,Reuse,20.0
Manufacturing,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,1.633,Natural Gas,47.19,Truck,898.9,Diesel,0.971,0.049,0.029,0.019,0.016,0.008,1.068,76.94,57.97,Recycling,58.62
Raw Material Extraction,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,4.641,Natural Gas,43.32,Truck,371.4,Electric,0.439,0.022,0.013,0.009,0.046,0.023,0.483,27.03,60.0,Incineration,45.02
Use,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Scrap,1.188,Electricity,84.63,Truck,203.8,Heavy Fuel Oil,0.843,0.042,0.025,0.017,0.012,0.006,0.927,80.74,21.77,Recycling,54.03
Transport,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.93,Coal,31.69,Truck,750.4,Electric,0.349,0.017,0.01,0.007,0.019,0.01,0.383,20.74,62.03,Landfill,29.66
Transport,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,3.888,Electricity,16.0,Truck,406.6,Electric,0.125,0.006,0.004,0.002,0.039,0.019,0.137,18.69,63.56,Recycling,29.15
Raw Material Extraction,Conventional,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.471,Natural Gas,71.23,Rail,935.7,Heavy Fuel Oil,0.855,0.043,0.026,0.017,0.015,0.007,0.941,25.88,56.04,Landfill,27.88
Manufacturing,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,4.906,Electricity,59.95,Ship,727.5,Electric,0.558,0.028,0.017,0.011,0.049,0.025,0.614,79.14,38.48,Recycling,55.37
Raw Material Extraction,Emerging,2010-2014,Europe,1 kg Copper Wire,Copper Ore,2.814,Electricity,60.12,Truck,463.0,Heavy Fuel Oil,0.576,0.029,0.017,0.012,0.028,0.014,0.634,9.61,28.01,Landfill,20.0
Manufacturing,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,2.115,Natural Gas,57.05,Truck,245.5,Heavy Fuel Oil,0.571,0.029,0.017,0.011,0.021,0.011,0.628,83.03,37.91,Recycling,49.71
Manufacturing,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Ore,4.399,Electricity,3.16,Ship,682.8,Diesel,0.055,0.003,0.002,0.001,0.044,0.022,0.061,20.91,30.64,Recycling,28.38
Transport,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Scrap,1.822,Coal,82.98,Rail,642.1,Electric,0.851,0.043,0.026,0.017,0.018,0.009,0.937,88.0,80.62,Recycling,78.78
Use,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,0.746,Natural Gas,77.83,Rail,617.6,Heavy Fuel Oil,0.779,0.039,0.023,0.016,0.007,0.004,0.857,72.27,44.02,Recycling,51.96
Manufacturing,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,2.959,Electricity,95.4,Rail,191.3,Heavy Fuel Oil,0.829,0.041,0.025,0.017,0.03,0.015,0.912,22.41,69.62,Incineration,42.85
Raw Material Extraction,Emerging,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,3.75,Natural Gas,81.69,Truck,855.0,Heavy Fuel Oil,0.799,0.04,0.024,0.016,0.037,0.019,0.878,73.97,39.7,Recycling,62.78
Use,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Ore,1.358,Natural Gas,55.72,Rail,413.4,Electric,0.625,0.031,0.019,0.013,0.014,0.007,0.688,17.83,32.58,Landfill,21.59
Transport,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,0.761,Natural Gas,85.77,Ship,961.0,Heavy Fuel Oil,0.77,0.038,0.023,0.015,0.008,0.004,0.847,27.11,72.69,Reuse,45.05
Use,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,4.3,Electricity,76.82,Ship,385.3,Diesel,1.328,0.066,0.04,0.027,0.043,0.021,1.46,79.08,59.34,Recycling,59.66
Manufacturing,Conventional,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,4.523,Electricity,72.72,Ship,470.5,Heavy Fuel Oil,0.681,0.034,0.02,0.014,0.045,0.023,0.749,57.74,42.39,Recycling,51.77
Use,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,1.087,Natural Gas,79.96,Rail,712.7,Electric,0.925,0.046,0.028,0.018,0.011,0.005,1.017,100.0,45.01,Recycling,64.69
Use,Conventional,2015-2019,Europe,1 kg Copper Wire,Aluminium Scrap,4.601,Electricity,10.23,Ship,270.9,Electric,0.099,0.005,0.003,0.002,0.046,0.023,0.109,85.32,49.48,Recycling,72.92
Manufacturing,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.183,Electricity,42.16,Truck,307.0,Electric,0.456,0.023,0.014,0.009,0.032,0.016,0.502,91.76,14.56,Recycling,55.27
Manufacturing,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,0.601,Natural Gas,81.06,Ship,496.2,Electric,0.76,0.038,0.023,0.015,0.006,0.003,0.836,76.95,36.36,Recycling,50.38
Use,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,4.121,Electricity,91.95,Rail,897.8,Electric,0.781,0.039,0.023,0.016,0.041,0.021,0.859,81.46,60.93,Recycling,68.25
Raw Material Extraction,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,1.702,Coal,24.09,Rail,519.8,Electric,0.219,0.011,0.007,0.004,0.017,0.009,0.241,17.71,85.83,Recycling,42.52
Manufacturing,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,3.067,Electricity,87.96,Truck,203.9,Diesel,1.807,0.09,0.054,0.036,0.031,0.015,1.988,67.96,100.0,Recycling,71.62
Raw Material Extraction,Emerging,2015-2019,North America,1 kg Copper Wire,Copper Ore,4.076,Electricity,75.38,Truck,942.8,Heavy Fuel Oil,0.656,0.033,0.02,0.013,0.041,0.02,0.721,17.74,20.49,Recycling,20.0
Manufacturing,Conventional,2015-2019,Asia,1 kg Copper Wire,Copper Ore,1.8,Natural Gas,21.58,Rail,402.6,Electric,0.24,0.012,0.007,0.005,0.018,0.009,0.264,28.01,59.56,Incineration,44.18
Manufacturing,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,1.014,Coal,29.82,Ship,138.2,Diesel,0.625,0.031,0.019,0.012,0.01,0.005,0.687,86.66,28.25,Recycling,49.1
Manufacturing,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,4.85,Coal,59.82,Ship,803.1,Heavy Fuel Oil,0.548,0.027,0.016,0.011,0.048,0.024,0.603,16.6,80.23,Incineration,45.6
Use,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,3.564,Coal,55.71,Truck,567.9,Electric,0.507,0.025,0.015,0.01,0.036,0.018,0.557,89.25,83.19,Recycling,76.16
End-of-Life,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Copper Ore,1.89,Electricity,55.08,Truck,705.6,Heavy Fuel Oil,0.615,0.031,0.018,0.012,0.019,0.009,0.677,77.55,52.46,Recycling,63.87
Use,Advanced,2015-2019,North America,1 kg Copper Wire,Copper Scrap,2.585,Electricity,33.07,Rail,612.6,Heavy Fuel Oil,0.325,0.016,0.01,0.007,0.026,0.013,0.358,70.6,76.21,Recycling,65.63
Transport,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,3.551,Natural Gas,41.32,Truck,35.8,Diesel,0.753,0.038,0.023,0.015,0.036,0.018,0.829,20.72,50.13,Incineration,33.76
Use,Emerging,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,2.572,Natural Gas,43.49,Truck,898.4,Diesel,0.784,0.039,0.024,0.016,0.026,0.013,0.862,71.64,30.36,Recycling,50.5
Manufacturing,Emerging,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,1.145,Natural Gas,3.58,Ship,244.7,Heavy Fuel Oil,0.033,0.002,0.001,0.001,0.011,0.006,0.037,23.84,21.59,Landfill,24.81
Use,Advanced,2020-2025,North America,1 kg Copper Wire,Aluminium Ore,2.279,Natural Gas,98.33,Truck,252.4,Heavy Fuel Oil,0.838,0.042,0.025,0.017,0.023,0.011,0.922,15.4,69.61,Reuse,30.58
Use,Emerging,2020-2025,South America,1 kg Copper Wire,Copper Ore,2.204,Natural Gas,69.79,Truck,819.4,Electric,0.663,0.033,0.02,0.013,0.022,0.011,0.73,20.23,28.88,Landfill,22.41
Transport,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,3.274,Electricity,68.82,Truck,205.8,Diesel,1.296,0.065,0.039,0.026,0.033,0.016,1.426,89.37,55.93,Recycling,67.89
Raw Material Extraction,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Copper Scrap,1.943,Natural Gas,82.18,Truck,19.4,Electric,0.883,0.044,0.026,0.018,0.019,0.01,0.971,86.7,45.9,Recycling,60.73
Manufacturing,Conventional,2020-2025,South America,1 kg Aluminium Sheet,Aluminium Ore,1.298,Electricity,68.54,Ship,535.2,Heavy Fuel Oil,0.669,0.033,0.02,0.013,0.013,0.006,0.736,17.75,63.57,Incineration,34.64
End-of-Life,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Scrap,3.684,Electricity,62.57,Truck,501.1,Electric,0.583,0.029,0.017,0.012,0.037,0.018,0.641,76.39,32.1,Recycling,50.65
Raw Material Extraction,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,1.45,Natural Gas,43.82,Ship,424.4,Diesel,0.886,0.044,0.027,0.018,0.014,0.007,0.974,17.33,23.96,Incineration,20.0
End-of-Life,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,4.744,Electricity,10.84,Truck,856.3,Heavy Fuel Oil,0.123,0.006,0.004,0.002,0.047,0.024,0.135,72.25,59.56,Recycling,59.15
